model,brand,colors,approx_price_EUR,img_url,display_size,display_type,CPU,RAM
iPhone 7 Plus,Apple,Jet Black| Black| Silver| Gold| Rose Gold| Red,900,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7-plus-r2.jpg,1080 x 1920 pixels (~401 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),3 GB RAM
iPhone 7,Apple,Jet Black| Black| Silver| Gold| Rose Gold| Red,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,750 x 1334 pixels (~326 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),GB| 2 GB RAM
iPad Pro 9.7,Apple,Silver| Gold| Space Gray| Rose Gold,690,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-97.jpg,1536 x 2048 pixels (~264 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 2.16 GHz (Twister),2 GB RAM
iPhone SE,Apple,Space Gray| Silver| Gold| Rose Gold,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,640 x 1136 pixels (~326 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.84 GHz Twister,2 GB RAM
iPhone 6s Plus,Apple,Space Gray| Silver| Gold| Rose Gold,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,1080 x 1920 pixels (~401 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.84 GHz Twister,2 GB RAM
iPhone 6s,Apple,Space Gray| Silver| Gold| Rose Gold,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,750 x 1334 pixels (~326 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.84 GHz Twister,2 GB RAM
iPad Pro,Apple,Space Gray| Silver| Gold,850,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-.jpg,2048 x 2732 pixels (~264 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 2.26 GHz (Twister),4 GB RAM
iPad mini 4,Apple,Space Gray| Silver| Gold,360,http://cdn2.gsmarena.com/vv/bigpic/ipad-mini-41.jpg,1536 x 2048 pixels (~324 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.5 GHz Typhoon,2 GB RAM
Watch Edition 42mm,Apple,18-karat Rose Gold/White| Midnight Blue Buckle,13000,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-edition-42mm.jpg,390 x 312 pixels (~303 ppi pixel density),AMOLED capacitive touchscreen  16M colors,520 MHz,512 MB RAM
Watch Edition 38mm,Apple,18-karat Rose Gold/White| Rose Gray Buckle,11000,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-edition-38mm.jpg,340 x 272 pixels (~290 ppi pixel density),AMOLED capacitive touchscreen  16M colors,520 MHz,512 MB RAM
Watch 42mm,Apple,Stainless Steel/Red| White| Brown/Black/Blue/Marine Blue Buckle| Blue/Stone/White/Storm Gray Leather Loop| Silver/Space Black Milanese Loop| Link Bracelet| Space Black Stainless Steel/Black| Black Link Bracelet| Pearl Woven Nylon,700,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-42mm.jpg,390 x 312 pixels (~303 ppi pixel density),AMOLED capacitive touchscreen  16M colors,520 MHz,512 MB RAM
Watch 38mm,Apple,Stainless Steel/Red| White| Brown/Black/Blue/Red/Marigold/Jay Buckle| Blue/Stone Leather Loop| Silver/Space Black Milanese Loop| Link Bracelet| Space Black Stainless Steel/Black| Black Link Bracelet| Pearl Woven Nylon,650,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-38mm.jpg,340 x 272 pixels (~290 ppi pixel density),AMOLED capacitive touchscreen  16M colors,520 MHz,512 MB RAM
Watch Sport 42mm,Apple,Silver/White| Orange| Blue; Gray/Black; Rose Gold/Lavender| Stone; Gold/White| Blue| Yellow| Apricot| Royal Blue| Pink/Royal Blue/Gold&Red/Black Woven Nylon,400,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-sport-42mm2.jpg,390 x 312 pixels (~302 ppi pixel density),AMOLED capacitive touchscreen  16M colors,520 MHz,512 MB RAM
Watch Sport 38mm,Apple,Silver/White| Orange| Blue; Gray/Black; Rose Gold/Lavender| Stone; Gold/White| Blue| Yellow| Apricot| Royal Blue| Pink/Royal Blue/Gold&Red/Black Woven Nylon,350,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-sport-38mm.jpg,340 x 272 pixels (~290 ppi pixel density),AMOLED capacitive touchscreen  16M colors,520 MHz,512 MB RAM
iPad Air 2,Apple,Space Gray| Silver| Gold,440,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-air-2-new.jpg,1536 x 2048 pixels (~264 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Triple-core 1.5 GHz Typhoon,2 GB RAM
iPad mini 3,Apple,Space Gray/Black| Silver/White| Gold,400,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-3-new.jpg,1536 x 2048 pixels (~324 ppi pixel density),LED-backlit IPS LCD capacitive touchscreen  16M colors,Dual-core 1.3 GHz Cyclone (ARM v8-based),1 GB RAM DDR3
iPhone 6 Plus,Apple,Space Gray| Silver| Gold,700,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,1080 x 1920 pixels (~401 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.4 GHz Typhoon (ARM v8-based),1 GB RAM DDR3
iPhone 6,Apple,Space Gray| Silver| Gold,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,750 x 1334 pixels (~326 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.4 GHz Typhoon (ARM v8-based),1 GB RAM DDR3
iPad Air,Apple,Space Gray| Silver,350,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-air.jpg,1536 x 2048 pixels (~264 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.3 GHz Cyclone (ARM v8-based),1 GB RAM DDR3
iPad mini 2,Apple,Space Gray/Black| Silver/White,270,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-mini2.jpg,1536 x 2048 pixels (~324 ppi pixel density),LED-backlit IPS LCD capacitive touchscreen  16M colors,Dual-core 1.3 GHz Cyclone (ARM v8-based),1 GB RAM DDR3
iPhone 5s,Apple,Space Gray| White/Silver| Gold,330,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,640 x 1136 pixels (~326 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.3 GHz Cyclone (ARM v8-based),1 GB RAM DDR3
iPhone 5c,Apple,White| Blue| Green| Yellow| Pink,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,640 x 1136 pixels (~326 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.3 GHz Swift (ARM v7-based),1 GB RAM
iPad mini Wi-Fi,Apple,Black/Slate| White/Silver,200,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg,768 x 1024 pixels (~162 ppi pixel density),LED-backlit IPS LCD capacitive touchscreen  16M colors,Dual-core 1.0 GHz Cortex-A9,512 MB RAM
iPad mini Wi-Fi + Cellular,Apple,Black/Slate| White/Silver,300,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg,768 x 1024 pixels (~162 ppi pixel density),LED-backlit IPS LCD capacitive touchscreen  16M colors,Dual-core 1.0 GHz Cortex-A9,512 MB RAM
iPad 4 Wi-Fi,Apple,Black| White,350,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,1536 x 2048 pixels (~264 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.4 GHz,1 GB RAM
iPad 4 Wi-Fi + Cellular,Apple,Black| White,500,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,1536 x 2048 pixels (~264 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.4 GHz,1 GB RAM
iPhone 5,Apple,Black/Slate| White/Silver,340,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5-ofic.jpg,640 x 1136 pixels (~326 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.3 GHz Swift (ARM v7-based),1 GB RAM DDR2
iPad 3 Wi-Fi + Cellular,Apple,Black| White,400,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,1536 x 2048 pixels (~264 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.0 GHz Cortex-A9,1 GB RAM
iPad 3 Wi-Fi,Apple,Black| White,290,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,1536 x 2048 pixels (~264 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.0 GHz Cortex-A9,1 GB RAM
iPhone 4s,Apple,Black| White,190,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-4s-new.jpg,640 x 960 pixels (~330 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.0 GHz Cortex-A9,512 MB RAM
iPad 2 Wi-Fi + 3G,Apple,Black| White,370,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,768 x 1024 pixels (~132 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.0 GHz Cortex-A9,512 MB RAM
iPad 2 Wi-Fi,Apple,Black| White,200,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,768 x 1024 pixels (~132 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.0 GHz Cortex-A9,512 MB RAM
iPad 2 CDMA,Apple,Black| White,200,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,768 x 1024 pixels (~132 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.0 GHz Cortex-A9,512 MB RAM
iPhone 4,Apple,Black| White,200,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-4-ofic-final.jpg,640 x 960 pixels (~330 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,1.0 GHz Cortex-A8,512 MB RAM
iPhone 4 CDMA,Apple,Black| White,150,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone4-cdma.jpg,640 x 960 pixels (~330 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,1.0 GHz Cortex-A8,512 MB RAM
iPad Wi-Fi + 3G,Apple,Silver,410,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-original.jpg,768 x 1024 pixels (~132 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,1.0 GHz Cortex-A8,256 MB RAM
iPad Wi-Fi,Apple,Silver,310,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-original.jpg,768 x 1024 pixels (~132 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen  16M colors,1.0 GHz Cortex-A8,256 MB RAM
iPhone 3GS,Apple,Black| White,110,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-3gs-ofic.jpg,320 x 480 pixels (~165 ppi pixel density),TFT capacitive touchscreen  16M colors,600 MHz Cortex-A8,256 MB RAM
iPhone 3G,Apple,Black(8/16 GB)| White (16 GB),90,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone3g.jpg,320 x 480 pixels (~165 ppi pixel density),TFT capacitive touchscreen  16M colors,412 MHz ARM 11,128 MB RAM
iPhone,Apple,Black,420,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone.gif,320 x 480 pixels (~165 ppi pixel density),TFT capacitive touchscreen  16M colors,412 MHz ARM 11,
50 Saphir,Archos,Black,,http://cdn2.gsmarena.com/vv/bigpic/archos-50-saphir.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.5 GHz Cortex-A53,2 GB RAM
55 Graphite,Archos,Black,180,http://cdn2.gsmarena.com/vv/bigpic/archos-55-graphite.jpg,720 x 1280 pixels (~267 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.5 GHz,2 GB RAM
50 Graphite,Archos,Black,130,http://cdn2.gsmarena.com/vv/bigpic/archos-50-graphite.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.5 GHz,1 GB RAM
55b Cobalt,Archos,Gray,,http://cdn2.gsmarena.com/vv/bigpic/archos-55b-cobalt.jpg,720 x 1280 pixels (~267 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.1 GHz,1/2 GB RAM
50b Cobalt,Archos,Gray,,http://cdn2.gsmarena.com/vv/bigpic/archos-50b-cobalt.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.1 GHz,1/2 GB RAM
Diamond 2 Plus,Archos,Black,250,http://cdn2.gsmarena.com/vv/bigpic/archos-diamond2plus.jpg,1080 x 1920 pixels (~401 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),4 GB RAM
55 Cobalt Plus,Archos,Blue/Gray,,http://cdn2.gsmarena.com/vv/bigpic/archos-55-cobalt-plus.jpg,720 x 1280 pixels (~267 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.0 GHz Cortex-A53,2 GB RAM
50 Cobalt,Archos,Blue/Gray,,http://cdn2.gsmarena.com/vv/bigpic/archos-55-cobalt.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.0 GHz Cortex-A53,1 GB RAM
Diamond Plus,Archos,Silver,,http://cdn2.gsmarena.com/vv/bigpic/archos-diamond-plus.jpg,1080 x 1920 pixels (~401 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core 1.3 GHz Cortex-A53,2 GB RAM
Diamond S,Archos,Black,,http://cdn2.gsmarena.com/vv/bigpic/archos-diamond-s.jpg,720 x 1280 pixels (~294 ppi pixel density),Super AMOLED capacitive touchscreen  16M colors,Octa-core 1.3 GHz Cortex-A53,2 GB RAM
50d Helium 4G,Archos,Dark blue| Black,140,http://cdn2.gsmarena.com/vv/bigpic/archos-50d-helium-4g.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,1 GB RAM
50b Helium 4G,Archos,Black,150,http://cdn2.gsmarena.com/vv/bigpic/archos-50b-helium.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,1 GB RAM
50 Diamond,Archos,Black| Electric yellow,200,http://cdn2.gsmarena.com/vv/bigpic/archos-50-diamond.jpg,1080 x 1920 pixels (~440 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),2 GB RAM
40 Cesium,Archos,Black; Yellow and Blue (included),80,http://cdn2.gsmarena.com/vv/bigpic/archos-40-cesium.jpg,480 x 800 pixels (~233 ppi pixel density),TFT capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,512 MB RAM
45c Platinum,Archos,Black; Metallic Blue and Spicy Pink (included),,http://cdn2.gsmarena.com/vv/bigpic/archos-45c-platinum.jpg,480 x 854 pixels (~218 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz Cortex-A7,512 MB RAM
40c Titanium,Archos,Black/White,,http://cdn2.gsmarena.com/vv/bigpic/archos-40c-titanium.jpg,480 x 800 pixels (~233 ppi pixel density),LCD capacitive touchscreen,Dual-core 1.3 GHz Cortex-A7,512 MB RAM
50b Platinum,Archos,Black,,http://cdn2.gsmarena.com/vv/bigpic/archos-50b-platinum.jpg,540 x 960 pixels (~220 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz Cortex-A7,512 MB RAM
80 Helium 4G,Archos,White/Silver,280,http://cdn2.gsmarena.com/vv/bigpic/archos-80-helium-4g.jpg,768 x 1024 pixels (~160 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,1 GB RAM
64 Xenon,Archos,Black,240,http://cdn2.gsmarena.com/vv/bigpic/archos-64-xenon.jpg,720 x 1280 pixels (~229 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz Cortex-A7,1 GB RAM
50c Oxygen,Archos,Black,240,http://cdn2.gsmarena.com/vv/bigpic/archos-50c-oxygen.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core 1.7 GHz Cortex-A7,1 GB RAM
40b Titanium,Archos,Black/White,120,http://cdn2.gsmarena.com/vv/bigpic/archos-40b-titanium.jpg,480 x 800 pixels (~233 ppi pixel density),IPS LCD capacitive touchscreen,,512 MB RAM
50 Helium 4G,Archos,Black,280,http://cdn2.gsmarena.com/vv/bigpic/archos-helium-4g-50.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,1 GB RAM
45 Helium 4G,Archos,Black,230,http://cdn2.gsmarena.com/vv/bigpic/archos-helium-4g-45.jpg,480 x 800 pixels (~207 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,1 GB RAM
50 Oxygen,Archos,Black,,http://cdn2.gsmarena.com/vv/bigpic/archos-oxygen-50.jpg,1080 x 1920 pixels (~441 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.5 GHz Cortex-A7,1 GB RAM
53 Platinum,Archos,Black,,http://cdn2.gsmarena.com/vv/bigpic/archos-platinum-53.jpg,540 x 960 pixels (~208 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A5,1 GB RAM
50 Platinum,Archos,Black,,http://cdn2.gsmarena.com/vv/bigpic/archos-platinum-50.jpg,540 x 960 pixels (~220 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A5,1 GB RAM
45 Platinum,Archos,Black,,http://cdn2.gsmarena.com/vv/bigpic/archos-platinum-45.jpg,540 x 960 pixels (~245 ppi pixel density),TFT capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A5,1 GB RAM
53 Titanium,Archos,Black,,http://cdn2.gsmarena.com/vv/bigpic/archos-titanium-53.jpg,480 x 854 pixels (~185 ppi pixel density),TFT capacitive touchscreen  16M colors,Dual-core 1.3 GHz Cortex-A7,512 MB RAM
50 Titanium,Archos,Black,,http://cdn2.gsmarena.com/vv/bigpic/archos-titanium-50.jpg,540 x 960 pixels (~220 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.3 GHz Cortex-A7,512 MB RAM
45 Titanium,Archos,Black,,http://cdn2.gsmarena.com/vv/bigpic/archos-titanium-45.jpg,480 x 854 pixels (~218 ppi pixel density),TFT capacitive touchscreen  16M colors,Dual-core 1.3 GHz Cortex-A7,512 MB RAM
40 Titanium,Archos,Black,,http://cdn2.gsmarena.com/vv/bigpic/archos-titanium-40.jpg,480 x 800 pixels (~233 ppi pixel density),TFT capacitive touchscreen  16M colors,Dual-core 1.3 GHz Cortex-A7,512 MB RAM
Zenpad 3 8.0 Z582KL,Asus,Black,390,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-3-80-z581kl-.jpg,1536 x 2048 pixels (~324 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),3 GB RAM or 64 GB| 4 GB RAM
Zenfone Go ZB552KL,Asus,Charcoal Black| Pearl White| Glamor Red| Sheer Gold| Glacier Gray| Silver Blue,,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb551kl.jpg,720 x 1280 pixels (~267 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,2 GB RAM
Zenfone Live ZB501KL,Asus,Shimmer Gold/Rose| Pink/Navy Black,150,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-live-zb501kl.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,2 GB RAM
Zenfone 3s Max ZC521TL,Asus,Gold| Black,230,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3s-max-zc-521tl.jpg,720 x 1280 pixels (~282 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core 1.5 GHz Cortex-A53,3 GB RAM
Zenpad 3S 10 Z500KL,Asus,Silver| Grey,450,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-3s.jpg,1536 x 2048 pixels (~264 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),4 GB RAM
Zenfone AR ZS571KL,Asus,Black,800,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-ar-.jpg,1440 x 2560 pixels (~515 ppi pixel density),Super AMOLED capacitive touchscreen  16M colors,Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),GB| 6/8 GB RAM
Zenfone 3 Zoom ZE553KL,Asus,Navy Black| Glacier Silver| Rose Gold,550,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-zoom-ze553kl.jpg,1080 x 1920 pixels (~401 ppi pixel density),AMOLED capacitive touchscreen  16M colors,Octa-core 2.0 GHz Cortex-A53,4 GB RAM
Zenfone Go ZB690KG,Asus,Glacier Grey| Pearl White,120,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb690kg.jpg,600 x 1024 pixels (~172 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core,1 GB RAM
Zenpad 3 8.0 Z581KL,Asus,Black,390,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-3-80-z581kl-.jpg,1536 x 2048 pixels (~324 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),4 GB RAM
Zenfone Go ZB500KL,Asus,Glacier Gray| Sheer Gold| Silver Blue| Glamour Red| Charcoal Black| Pearl White,130,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb500kl.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,2 GB RAM
Zenfone 3 Max ZC553KL,Asus,Titanium Gray| Glacier Silver| Rose Pink| Sand Gold,280,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-max-zc553kl.jpg,1080 x 1920 pixels (~401 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core 1.4 GHz Cortex-A53,2/3/4 GB RAM
Zenfone 3 Deluxe 5.5 ZS550KL,Asus,Shimmer Gold,440,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-deluxe-55-inch.jpg,1080 x 1920 pixels (~401 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core 2.0 GHz Cortex-A53,4 GB RAM
Zenpad Z10 ZT500KL,Asus,Gray,360,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-z10-zt500kl.jpg,1536 x 2048 pixels (~264 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),3 GB RAM
Zenwatch 3 WI503Q,Asus,Gunmetal| Silver| Rose gold,230,http://cdn2.gsmarena.com/vv/bigpic/asus-zenwatch-3.jpg,400 x 400 pixels (~287 ppi pixel density),AMOLED capacitive touchscreen  16M colors,Quad-core,512 MB RAM
Zenpad 3S 10 Z500M,Asus,Silver| Grey,400,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-3s.jpg,1536 x 2048 pixels (~264 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Hexa-core (2x2.1 GHz & 4x1.7 GHz),4 GB RAM
Zenfone 3 Max ZC520TL,Asus,Titanium Grey| Glacier Silver| Sand Gold,230,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-max-zc520tl.jpg,720 x 1280 pixels (~282 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.25 GHz Cortex-A53,2 GB RAM or 32 GB| 3 GB RAM
Zenfone 3 Laser ZC551KL,Asus,Sand Gold| Glacier Silver,270,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-laser-zc551kl.jpg,1080 x 1920 pixels (~401 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core 1.4 GHz Cortex-A53,2 GB RAM or 64 GB| 4 GB RAM
Zenfone 3 ZE520KL,Asus,Sapphire Black| Moonlight White| Shimmer Gold,360,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ZE520KL-1.jpg,1080 x 1920 pixels (~424 ppi pixel density),Super IPS+ capacitive touchscreen  16M colors,Octa-core 2.0 GHz Cortex-A53,3 GB RAM or 64 GB| 4 GB RAM
Zenfone Pegasus 3,Asus,Gold| silver| gray| rose gold,210,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-pegasus-3.jpg,720 x 1280 pixels (~282 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz Cortex-A53,2 GB RAM or 32 GB| 3 GB RAM
Zenpad Z8,Asus,Black,,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-z8.jpg,1536 x 2048 pixels (~324 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),2 GB RAM
